Id,SalePrice
1565,152842.70809971716
1566,237487.2299403395
1567,79584.58091163253
1568,244653.07514678838
1569,129811.96917904296
1570,141568.90267508017
1571,111991.67324619905
1572,137739.4103321915
1573,222080.83154871158
1574,117604.396633533
1575,228396.9907166613
1576,249944.4647598
1577,178008.3439726074
1578,149434.4179216112
1579,143324.17738495214
1580,196766.17905099297
1581,156315.34415634527
1582,125696.58123860741
1583,283763.3864352772
1584,213607.17173953413
1585,135489.6451747954
1586,67804.51969067755
1587,108212.54376055286
1588,150503.2319704795
1589,97503.8222179887
1590,129537.37988530332
1591,90030.21444642622
1592,114811.88789277505
1593,132892.0159099201
1594,115360.99398229929
1595,102478.93172962165
1596,209234.8245564632
1597,195897.58282168108
1598,232622.44816527845
1599,172934.3741558508
1600,165577.62400723685
1601,65211.68856777286
1602,116034.73432321454
1603,81091.38697725585
1604,260779.74776932696
1605,243938.14930751926
1606,166327.82681941666
1607,177682.40174980322
1608,224139.8964204792
1609,179889.6994620785
1610,153124.33736500272
1611,135682.89426167833
1612,169545.44511313172
1613,163969.68265016368
1614,126907.23388724163
1615,92428.98488266002
1616,78205.81103459385
1617,93534.89114919053
1618,128340.70950649369
1619,141824.49276835367
1620,152099.02689860715
1621,133957.64547818073
1622,144865.9595991294
1623,263940.1618057577
1624,210910.0304492976
1625,117975.05860078028
1626,176316.84117550898
1627,193821.4006441833
1628,278951.8809643458
1629,186277.51458875625
1630,314930.6754505852
1631,224994.24751684171
1632,239219.8823414467
1633,183294.0069529443
1634,187450.54612857508
1635,173001.89072968462
1636,151980.06644644545
1637,195254.9835600682
1638,177382.02841105004
1639,187317.8915069401
1640,246822.1193187882
1641,180249.44012343834
1642,249252.06289399636
1643,215479.09790403256
1644,248492.09808332296
1645,194759.65174651364
1646,163766.51005528288
1647,163611.9633130532
1648,125900.02374527381
1649,143290.1357778482
1650,114006.61047988413
1651,119944.37661375597
1652,98189.45442042655
1653,101489.68998966763
1654,142637.11320482637
1655,129925.63280942023
1656,140080.3114611071
1657,146474.42945821263
1658,148293.90486279503
1659,116068.13317444263
1660,158550.64699026925
1661,431238.33024473465
1662,378541.9499825655
1663,364453.71593778086
1664,456198.9894620431
1665,303147.85223986604
1666,335915.45405074017
1667,370838.846567944
1668,348538.21763116645
1669,316622.7970899687
1670,348148.3482783831
1671,263268.90078076697
1672,400013.76629314665
1673,291809.4920397068
1674,240546.68885075673
1675,197939.17686359526
1676,192434.42995805066
1677,221569.66828515977
1678,435514.86169649416
1679,384519.4302939468
1680,313623.5772196805
1681,246690.97754031594
1682,328340.5786756598
1683,184380.64658733722
1684,179894.19217314498
1685,174932.1493373915
1686,171345.06849696545
1687,178165.69434709736
1688,191672.5988697413
1689,194958.8879163242
1690,202070.80937209746
1691,193889.63616503548
1692,266330.5643540128
1693,178578.97154539975
1694,184249.66903730723
1695,170875.9566954803
1696,267603.3817429974
1697,175674.0034816879
1698,340800.16684706067
1699,308291.13821113616
1700,256741.94587563947
1701,270895.58925442386
1702,235820.90011917922
1703,241632.56896798674
1704,274012.0087346533
1705,248960.80162657733
1706,367496.005260504
1707,208671.13985796808
1708,202367.6240253799
1709,265767.5827888293
1710,219353.88319157157
1711,287477.3863987588
1712,246885.18140940447
1713,275788.74803772144
1714,227751.55454246988
1715,210558.95985405843
1716,184548.0642789753
1717,181852.80586241168
1718,136762.6957944565
1719,212130.6372962526
1720,235164.72864733852
1721,163696.30334462854
1722,124703.01595208918
1723,157002.9659165198
1724,198913.5600094249
1725,236771.44000398996
1726,184609.2137875903
1727,152957.0197909804
1728,177028.61153334827
1729,170042.92594950955
1730,151902.77280957298
1731,119299.7035240683
1732,127593.33234929026
1733,110801.23378165135
1734,120386.74290072825
1735,126000.61546381559
1736,106194.86471404643
1737,294748.8996237264
1738,268273.3698662559
1739,220976.63031945878
1740,201329.64207563797
1741,185316.7221092975
1742,170088.31087503207
1743,182223.86683680536
1744,339995.3524364872
1745,211668.424261526
1746,180700.21595794693
1747,220561.7194606683
1748,212301.9912166515
1749,140687.64029378476
1750,119402.29924671337
1751,252651.4248467615
1752,115427.88122915888
1753,145758.04686182254
1754,192561.90325496838
1755,166413.5576688885
1756,126623.4915835446
1757,123341.7069337091
1758,146012.11318073943
1759,163553.82204701938
1760,167641.29211526882
1761,145217.610606212
1762,172301.9009497698
1763,191188.0840483384
1764,117211.49754245726
1765,156744.93094863402
1766,198100.81120734432
1767,218409.37634606872
1768,140238.92223505175
1769,175307.95369110536
1770,163169.4015382326
1771,118843.6190164023
1772,128000.55708761755
1773,122677.89107385601
1774,141170.2893682648
1775,146049.53363238636
1776,132716.04006895475
1777,109520.82854453946
1778,141376.89132753873
1779,122471.8157182339
1780,179201.4360938333
1781,125016.79017352402
1782,85610.18344595283
1783,144694.75516044904
1784,111294.59300084095
1785,123426.32453656032
1786,129045.14788251415
1787,167024.1774170517
1788,62129.13058148799
1789,99802.72221929448
1790,81956.55180249411
1791,184500.726383095
1792,156125.18273121052
1793,130599.66856265836
1794,159478.73833155254
1795,136363.6791162482
1796,131639.28433792948
1797,114512.4749233267
1798,119999.05245122779
1799,111425.59303584661
1800,130463.31026311107
1801,127639.68390897175
1802,134151.95099034405
1803,146048.96341173563
1804,136596.2831415424
1805,135780.0787382584
1806,124874.43175498383
1807,138219.28736550288
1808,126312.55763538614
1809,125077.87956517791
1810,137602.72423408285
1811,94370.69686988628
1812,96379.37750016144
1813,125677.61936738412
1814,98684.25629324761
1815,54318.194952599006
1816,103219.88316312373
1817,105939.24350104747
1818,142095.95113703184
1819,122630.29348524776
1820,61829.411958319106
1821,111282.35451106726
1822,153975.76018691176
1823,53085.153643200254
1824,129019.83170718854
1825,136901.18695949067
1826,107931.30299196833
1827,102000.47345375558
1828,134517.84802201952
1829,127803.14102342835
1830,140295.5867317304
1831,142808.757234076
1832,70593.24848847034
1833,138154.54668296102
1834,115881.1820059693
1835,111789.81329450864
1836,118325.23557931175
1837,83453.60683009351
1838,126412.55108944455
1839,103043.29617880142
1840,143403.74371397024
1841,136963.70107126876
1842,96896.9523809158
1843,128345.62336341772
1844,149331.8266146004
1845,147100.05175534904
1846,158637.71130542853
1847,168713.90585708208
1848,54183.503908900006
1849,106016.94793901828
1850,116566.92573379133
1851,147894.14072246797
1852,126578.3950274704
1853,124725.92245416684
1854,164936.50217947245
1855,153069.81894726612
1856,230495.1170581785
1857,126424.20000612602
1858,129757.73944972792
1859,116636.8111423524
1860,146447.34526425417
1861,115444.76416185405
1862,345097.8261905336
1863,317679.17555359274
1864,317789.91789022676
1865,333413.22786119883
1866,327182.367462537
1867,224568.124183871
1868,280022.47055713675
1869,203906.18770786602
1870,227417.7557560988
1871,262372.9244107472
1872,178215.51442911848
1873,249727.29987194377
1874,154094.3273941664
1875,198287.64809647572
1876,201161.5221693445
1877,210577.44438207074
1878,202499.50342741853
1879,130520.41380550078
1880,128407.08159331174
1881,245837.95624593637
1882,239430.65297951185
1883,181995.3682345658
1884,200283.8905367858
1885,233681.88968512532
1886,280471.0287120884
1887,220489.04105406738
1888,268797.05610986426
1889,175235.2798813324
1890,113980.35474633642
1891,133801.82742405188
1892,96833.8254013342
1893,128822.92737046057
1894,124501.92280101909
1895,128355.33903482155
1896,126709.3813089052
1897,118222.52486536004
1898,111113.24139605141
1899,167924.8168478393
1900,154337.81499860913
1901,173434.61631280417
1902,152419.07182333953
1903,223726.1963631348
1904,138251.7961810235
1905,196158.76731470774
1906,151029.2447752911
1907,200312.2602474506
1908,108782.3438369831
1909,132446.07999358993
1910,118000.39130825792
1911,224651.88812717234
1912,335721.84724881116
1913,133282.8309042364
1914,68153.25834903345
1915,295924.16190869367
1916,61174.20675433873
1917,241114.48547278962
1918,142056.3676040144
1919,178715.59309223367
1920,149970.20439736263
1921,362987.6117959372
1922,317053.1006288426
1923,241872.97486703217
1924,234343.84705106466
1925,193157.75892982728
1926,352839.791094341
1927,132629.59695878628
1928,161272.12675510356
1929,124510.93049689205
1930,128613.24463327734
1931,140709.87379902304
1932,135525.81707122104
1933,191815.6130057569
1934,181249.71208029933
1935,173003.99739822504
1936,196445.68655972113
1937,185752.18582099953
1938,169556.94898104877
1939,235479.81784696397
1940,192008.73089198192
1941,165589.42584314398
1942,180624.42888089237
1943,222794.99760579152
1944,376432.60624483577
1945,390459.3150486212
1946,125872.32447898893
1947,289938.09909500566
1948,166995.29592374022
1949,252617.19464022524
1950,192883.6172294548
1951,231632.30444152185
1952,203928.05588813266
1953,174150.77184067413
1954,184159.97470866656
1955,134042.50982963652
1956,304138.96126540075
1957,146451.24350969016
1958,286568.6109051257
1959,147226.27302479994
1960,111237.59932305488
1961,125989.77046560925
1962,97817.53346458595
1963,105410.2729017683
1964,104927.17581353654
1965,144143.62322339698
1966,134415.7671980662
1967,299408.21659963584
1968,406072.9567849986
1969,372806.32965805795
1970,405784.7977967566
1971,488851.7246914521
1972,377779.37275307433
1973,277139.04308606766
1974,339942.5441315913
1975,460863.0268070891
1976,275945.2603564466
1977,348008.860074173
1978,350217.1491676561
1979,314463.04307858186
1980,200724.66014517588
1981,328961.73826117144
1982,224305.5886638981
1983,208897.8683731132
1984,167096.5815167831
1985,232208.38102026514
1986,211100.93693500498
1987,186110.172501224
1988,174619.59492591102
1989,192570.01039585375
1990,204028.52374448255
1991,232013.51084500444
1992,212852.7710975899
1993,171381.5948775167
1994,221440.5694199199
1995,183530.68202128765
1996,248323.88857638126
1997,325327.5364428883
1998,296615.3392271489
1999,288797.94025221956
2000,315086.4942828663
2001,282709.4854433451
2002,245744.6285971393
2003,266020.8175563277
2004,289372.8618440392
2005,231873.76022454508
2006,222996.40545267923
2007,251399.8997520228
2008,217547.8451565931
2009,204405.75791931764
2010,193773.99467995978
2011,142422.7269209629
2012,178236.0525771073
2013,178444.54455626258
2014,185582.0426717946
2015,213093.40758114515
2016,192504.21705889955
2017,194113.85651537753
2018,120306.10429708676
2019,134770.8685766888
2020,100801.82517070741
2021,100382.42757320151
2022,190209.1062962487
2023,146470.90994521684
2024,272828.60122684937
2025,353342.4167835689
2026,174401.31741904607
2027,165973.2271273903
2028,151481.44292011418
2029,166230.8219693412
2030,261188.3011727541
2031,231830.0266230476
2032,252346.8333917759
2033,248749.13299652064
2034,178083.32225188694
2035,223861.79216090406
2036,207650.10078487132
2037,220287.83780762262
2038,335152.85567833413
2039,234456.35688264665
2040,279065.1470001052
2041,318473.4357284461
2042,207739.29831772897
2043,178062.33969811993
2044,166527.01580871842
2045,213422.21206205737
2046,153161.69902112705
2047,142389.25592433132
2048,145080.1734631764
2049,146599.20167252785
2050,172091.47863126115
2051,101940.28988031391
2052,121389.07126153976
2053,150034.39256601388
2054,89978.88777492162
2055,154134.28416948052
2056,149477.877079748
2057,112415.72838529675
2058,215294.30390048365
2059,135628.66310455123
2060,173503.13992231977
2061,167298.90702878297
2062,127317.23272088855
2063,121355.1340320126
2064,140045.67570581866
2065,121091.16141472077
2066,166221.5920711416
2067,114276.13789171893
2068,148756.88728671972
2069,85677.58099996528
2070,117770.44505476611
2071,97894.84554450498
2072,140356.0776892067
2073,128174.72440531764
2074,183037.83837777228
2075,150058.1850800389
2076,117639.10995236118
2077,155287.6570688645
2078,122882.44628124752
2079,135125.64742407904
2080,114949.559032935
2081,127736.99952543734
2082,117964.07321705316
2083,146961.8474154024
2084,108139.03213029382
2085,111862.18158016658
2086,111917.76374082727
2087,121944.27117045446
2088,91294.19117455411
2089,82550.242333712
2090,123781.99905613986
2091,109391.49956991906
2092,118756.59649527115
2093,106497.95572390134
2094,109451.01714924774
2095,156707.3138300409
2096,90135.12743286167
2097,100108.74051173446
2098,149192.8402032005
2099,54396.919579752335
2100,76177.0754065203
2101,113240.17617423009
2102,124240.08744468977
2103,107533.73877554089
2104,138996.50230653706
2105,129422.26644913528
2106,64934.54946048071
2107,176336.38797680906
2108,116503.78054586027
2109,108860.03303352461
2110,118689.2385847904
2111,130033.33152280602
2112,134429.9167727162
2113,119905.8373938809
2114,121026.7615876788
2115,163041.54027285386
2116,113838.17609486626
2117,145032.38275118847
2118,131221.70741656367
2119,114336.12366092257
2120,109760.50315636123
2121,110830.88917187286
2122,114897.32603833047
2123,82445.41724255553
2124,159510.2823839967
2125,123594.26855983103
2126,152018.72765744914
2127,169425.93848939548
2128,122245.2561367043
2129,86573.67688257147
2130,130967.55988743495
2131,132061.69087248226
2132,107472.32776336856
2133,121707.70301423056
2134,119915.53132163383
2135,96591.3483377995
2136,78888.34469394649
2137,105607.73545194125
2138,134051.0713983425
2139,148934.24128592614
2140,139156.67672446204
2141,168899.82638284424
2142,127553.56720357104
2143,148717.92787323287
2144,117415.61445314887
2145,140519.42346903202
2146,175859.1616879529
2147,143457.47708025548
2148,136719.20472701348
2149,151729.9998463818
2150,247782.00535260345
2151,116643.61105857194
2152,163765.53473661974
2153,156415.62948035082
2154,100838.24637729459
2155,139344.6362864964
2156,234291.24396569334
2157,228334.7248885684
2158,245408.74557154102
2159,221793.23784490212
2160,188784.8606787287
2161,233693.8447062874
2162,364501.7697585296
2163,338906.27717314253
2164,256721.3502255459
2165,207542.88365379258
2166,161393.4761152367
2167,219825.251548968
2168,191306.73150436388
2169,195216.55663312477
2170,214055.250840892
2171,158998.66190595974
2172,130032.58555036326
2173,182940.18127593957
2174,216964.25748418542
2175,301507.7468630175
2176,314184.2200742948
2177,232559.80762405923
2178,213364.9873235496
2179,134903.27807931948
2180,206409.14385287988
2181,193104.08498002889
2182,225788.5358293274
2183,191568.82025581028
2184,116546.41775616453
2185,130012.35727469392
2186,144836.51525264996
2187,153186.91860722366
2188,155571.69441267807
2189,259397.58442255226
2190,75862.73864032749
2191,77931.70089982648
2192,86432.16266977042
2193,108972.75031663314
2194,104544.56811752424
2195,101703.16031593613
2196,98994.01515939893
2197,120726.61734756175
2198,162308.9656288995
2199,192805.79327882122
2200,141888.81654870216
2201,141560.91217814278
2202,227241.83363650634
2203,132824.22795131354
2204,178491.55019353467
2205,120841.2487970182
2206,139387.85163821667
2207,216096.1733875348
2208,265457.9661895467
2209,243462.10385613274
2210,122410.4341331939
2211,120731.90104448257
2212,123797.40802128385
2213,106444.12671648969
2214,132445.850135506
2215,102415.35186524397
2216,141124.52824203065
2217,59264.38902121294
2218,81504.64703076109
2219,78850.26548022797
2220,71418.21346078326
2221,297599.3277338158
2222,276129.4075700683
2223,288165.5100596037
2224,208714.0656199957
2225,118309.9991173706
2226,172726.2889935079
2227,192186.29471974506
2228,275015.06547123345
2229,255646.1660764142
2230,153916.77155115656
2231,211640.09070203584
2232,177466.89405970208
2233,185074.89956671878
2234,250650.98222270585
2235,217580.65238592436
2236,252101.6964486877
2237,300230.51618139644
2238,204980.02945000737
2239,101885.74761247073
2240,153053.34476997855
2241,158347.0431874374
2242,124336.72127412769
2243,137241.59217874194
2244,105391.95795839779
2245,100289.87819687527
2246,139029.02920517063
2247,119494.37210902805
2248,117790.5760482466
2249,117080.15004653248
2250,129159.4183218462
2251,105187.56721641545
2252,182329.50825983903
2253,159617.6962520238
2254,185105.07751874166
2255,182420.70910573716
2256,171285.3289932712
2257,202472.50437808945
2258,158993.91010987837
2259,172244.3682707456
2260,147103.43513054668
2261,202289.55385654137
2262,209994.36171735625
2263,383924.2875001509
2264,484389.3992116517
2265,168040.31200734933
2266,307216.58558446576
2267,338260.08117193036
2268,425705.02228269185
2269,151398.546386327
2270,206812.1386086604
2271,211195.37386288127
2272,197140.14722075593
2273,164323.8350865726
2274,182701.0859478049
2275,153420.4734531549
2276,189861.67071576786
2277,182682.94098898844
2278,148755.9950816681
2279,128944.58859088994
2280,112383.84409163662
2281,161887.06607404441
2282,182941.60347739185
2283,110848.44079271062
2284,115595.8974423021
2285,137024.9907184414
2286,123462.20438439811
2287,368244.8190965838
2288,276409.56857571803
2289,360771.31017868384
2290,440956.6251419955
2291,332377.81714841153
2292,448966.04470950144
2293,451486.71917603904
2294,406614.0322859679
2295,471269.2815244708
2296,279280.6464568038
2297,355079.86399745964
2298,355479.32681343996
2299,346227.8914915903
2300,330902.02065868716
2301,327888.2928984648
2302,255303.35769238256
2303,248941.2211400899
2304,260443.43419497868
2305,192570.2119626256
2306,187489.39913247118
2307,203868.74151377165
2308,227670.7963928063
2309,286015.07116741803
2310,215634.85013973285
2311,203640.4279314658
2312,174391.62530074938
2313,172981.27113848645
2314,173196.7461859337
2315,180537.12833802064
2316,194159.10072663007
2317,191414.75034584492
2318,177350.2643211121
2319,183795.65654781467
2320,184493.48771430372
2321,243103.36006361214
2322,184341.29903458935
2323,202098.68851347076
2324,193464.728345535
2325,213506.59395937057
2326,185947.5509408268
2327,198801.32485983774
2328,219681.13700614675
2329,194059.92148328
2330,180788.5946543506
2331,344007.1422797673
2332,392206.91209595144
2333,318790.81213895226
2334,256123.680719209
2335,296461.64449934126
2336,295157.9308237073
2337,194908.77700308026
2338,262237.67554836505
2339,220820.84533960943
2340,375847.7046502462
2341,214429.7770789106
2342,240540.6155424436
2343,236077.48786923746
2344,211407.86239621716
2345,240362.5264617867
2346,216966.73808241732
2347,199035.92646854653
2348,246584.30250539363
2349,183698.12116031587
2350,318524.2467866671
2351,249597.81805326216
2352,250992.51409986886
2353,236661.25457852334
2354,140877.14408297293
2355,148215.9751322343
2356,152160.08469353215
2357,186774.26834417973
2358,203391.57432749466
2359,133145.49319201318
2360,115121.59550942003
2361,148108.35966624806
2362,250101.23932831615
2363,140997.18729967196
2364,157810.83202800824
2365,216339.87325660442
2366,195927.72953301467
2367,217604.71146598647
2368,217335.7150076714
2369,212840.22805328094
2370,168891.71639095366
2371,162067.80695038254
2372,194942.82397794802
2373,295529.1149920124
2374,319133.7557241422
2375,248123.26251377846
2376,278463.6524037806
2377,312974.41605399636
2378,154974.62625670948
2379,194679.66802756712
2380,151012.54336442746
2381,172695.3017082981
2382,213928.56911218623
2383,198206.2806777095
2384,241591.2792117412
2385,165870.69882729708
2386,132035.92127836967
2387,136688.56301840354
2388,105583.43658241538
2389,118757.40364199269
2390,156248.1138744024
2391,147396.69377309742
2392,115778.67324669425
2393,177871.30476862108
2394,147432.81806049214
2395,209381.92120262043
2396,141773.032064058
2397,222226.96063731585
2398,132786.1956297613
2399,66719.80580844337
2400,67826.7242740645
2401,125106.77562853081
2402,136852.13068010888
2403,150979.42466200306
2404,159465.21126727783
2405,158651.74949930783
2406,143741.34639726285
2407,123732.6778885691
2408,152414.92435803596
2409,117101.1834080771
2410,168350.1353539798
2411,112468.37406722565
2412,154648.25240364915
2413,129224.38076835976
2414,168391.68574149284
2415,136014.1979426267
2416,129452.74628579423
2417,138049.43831436432
2418,138652.72390165803
2419,123682.43682531643
2420,121967.9525979387
2421,130783.80409897625
2422,105474.15091579735
2423,114178.8286102059
2424,152451.8162689459
2425,176361.23139125205
2426,129786.04240005463
2427,124911.60246739024
2428,194645.03357706216
2429,111918.63511044096
2430,133357.39349480416
2431,110340.47653672825
2432,150946.40089757214
2433,146577.54696410286
2434,135747.9139718003
2435,149821.87149212876
2436,106964.71530203967
2437,102421.63343201269
2438,123885.69925320035
2439,100623.57914619899
2440,125292.94726646028
2441,93871.05927561714
2442,96694.41401603499
2443,131061.44913532487
2444,131453.3705247269
2445,93759.11267803141
2446,138716.81864440656
2447,183108.67545136216
2448,128816.07364641274
2449,112340.08211300493
2450,156529.34865247607
2451,112677.21539228204
2452,189332.50863967833
2453,90976.76832620207
2454,116113.45283465166
2455,122349.8537120847
2456,132672.85686036834
2457,140099.2477769607
2458,132191.5220724942
2459,108716.82156606563
2460,143621.87608380013
2461,130695.81927366478
2462,134534.62844428525
2463,128496.44240019271
2464,164258.6143537198
2465,135864.86755340104
2466,119242.41444621174
2467,128615.5064811478
2468,91026.55753741733
2469,84877.64975802993
2470,198203.87826863356
2471,214572.847165135
2472,147979.74717385127
2473,116291.82923756396
2474,72979.34215510033
2475,200058.42706804312
2476,115402.10737632186
2477,127867.95557825261
2478,152483.7029259107
2479,106002.61317342549
2480,154654.42937588182
2481,119314.17419871346
2482,124254.24766819135
2483,109602.85135061058
2484,118983.67602113182
2485,128463.25918603274
2486,150249.62320150487
2487,159458.7199654485
2488,171801.86297612113
2489,159335.34444184168
2490,143071.14875256762
2491,94315.57479091262
2492,211366.0915930237
2493,161251.0711328922
2494,147235.97703759783
2495,85917.52747138139
2496,244774.83064994204
2497,149166.1816456487
2498,110535.51666065557
2499,86127.30442867309
2500,121647.6893083333
2501,136791.2562897304
2502,145158.87573643864
2503,98369.34929840977
2504,156046.10090782636
2505,232549.69907693536
2506,245554.85327387284
2507,268483.0630230081
2508,245646.4224363511
2509,219079.58268269565
2510,220536.24552891142
2511,172844.16893534682
2512,206761.38612769506
2513,232434.1161705548
2514,248187.18476851357
2515,152505.40304239633
2516,180538.92858537144
2517,149511.9209502626
2518,159070.05221493737
2519,243297.4783359294
2520,222098.91417321577
2521,186013.50990008144
2522,226080.59129193836
2523,113186.47772788978
2524,136396.60088580672
2525,149518.20576199258
2526,142466.3239945049
2527,119695.79739360261
2528,130720.21476971054
2529,140973.6562921281
2530,130086.93652488396
2531,255883.22376938368
2532,224251.39679384514
2533,191610.4288030647
2534,240156.63255610756
2535,285983.50963735214
2536,232393.6603938011
2537,250467.02771138103
2538,182780.6554044693
2539,189366.96308670103
2540,180612.7459949262
2541,183257.50606568748
2542,161684.29421375893
2543,114356.75965685144
2544,112892.84020856999
2545,138380.03672446398
2546,121509.73926857678
2547,131735.68500282484
2548,150013.8181368456
2549,157752.63978249254
2550,572344.5179590547
2551,141688.74921595881
2552,129499.21917757283
2553,72945.78103067388
2554,93525.7971310452
2555,123413.96797195038
2556,97412.71411982815
2557,102713.44545339874
2558,140875.56287453303
2559,140988.57253863072
2560,155299.55453434342
2561,148749.12372538188
2562,141869.08504510467
2563,146073.99499010155
2564,212070.94349934158
2565,140507.07047862274
2566,157693.78737492955
2567,141342.78111382958
2568,197495.19012598798
2569,240467.35036125008
2570,116423.07853837566
2571,188345.84982922723
2572,147878.39501771785
2573,219240.50150306
2574,275481.54485798883
2575,133409.78993583503
2576,112746.23115336536
2577,142077.3374347479
2578,80862.32346528048
2579,59302.965413374506
2580,94136.87476471104
2581,109123.72796289156
2582,122510.57234178075
2583,277455.0269873602
2584,178432.24387247337
2585,192222.1225334908
2586,221086.30969905996
2587,200588.3715656312
2588,136173.93019348173
2589,151120.87938266114
2590,196477.27682196064
2591,233959.76147899067
2592,207452.2130133439
2593,234847.12317529283
2594,188635.0765720479
2595,207226.0998839056
2596,281640.5869769077
2597,187267.2372399335
2598,289756.6475786172
2599,340567.16435042315
2600,125909.90177757312
2601,137756.31736435162
2602,83396.77447377174
2603,93276.19539543807
2604,90440.20769531425
2605,80501.20199983318
2606,143160.96503497587
2607,203950.06322106672
2608,189821.6184738596
2609,176855.5611447096
2610,107983.73079633307
2611,116176.79020199961
2612,168051.90940720937
2613,128617.51912473778
2614,124416.30037137352
2615,155492.3031034366
2616,146688.80004981093
2617,176743.96321945725
2618,192247.83451324885
2619,191786.2235056663
2620,187373.59156051825
2621,170297.2003473514
2622,173839.6499398924
2623,237357.89942275977
2624,308679.02202626335
2625,282424.91649244126
2626,177498.36894412723
2627,162464.50343157153
2628,487395.8198857813
2629,503479.0573486867
2630,391210.0891166272
2631,475719.4311199545
2632,410186.953207399
2633,310931.8575847557
2634,438000.30434555444
2635,158241.7785176033
2636,174314.89351277784
2637,180229.95796102745
2638,256890.79197837302
2639,192314.88024261533
2640,149952.68604655343
2641,104206.16257994591
2642,183012.67170050874
2643,107479.51596940792
2644,118687.44246080697
2645,112598.2058178862
2646,96418.54954529904
2647,105766.3765589581
2648,143462.75876464913
2649,158094.4971249112
2650,127813.86723891838
2651,140148.56344244143
2652,402810.6484244398
2653,255256.29921512914
2654,263542.1828905953
2655,411004.9949786084
2656,332272.45063474914
2657,358390.2333987057
2658,302673.7286205571
2659,308088.7161986582
2660,380435.39604641
2661,352236.2765644438
2662,371122.2017774503
2663,308833.3524070996
2664,279713.3328734364
2665,329274.1018963099
2666,282049.87082845444
2667,174551.3008813473
2668,179909.98795177683
2669,181642.66472187836
2670,266497.4040141267
2671,186957.65548155882
2672,199066.3147773616
2673,198423.12718969886
2674,196554.3783467869
2675,176615.8821715853
2676,195176.57085159444
2677,195810.1016909329
2678,237054.84837906066
2679,289595.7332222754
2680,294953.0256772546
2681,386457.5638410778
2682,317913.9771209999
2683,494050.197051212
2684,319578.38504906226
2685,316755.31923511514
2686,250668.9422715816
2687,310841.4595410005
2688,215688.1941629581
2689,210084.71440570746
2690,405615.7393174127
2691,189128.73447856837
2692,144053.25003472995
2693,203655.87579144465
2694,139104.70470975782
2695,194314.2150213636
2696,186729.6631126427
2697,182900.6663582346
2698,191278.1224174062
2699,172149.39798414242
2700,156990.418735735
2701,153707.02002954867
2702,113260.07825001779
2703,129412.57630439341
2704,141465.73987362313
2705,113501.40482405742
2706,110484.77937684709
2707,122132.64520848462
2708,133203.6952828814
2709,103290.63194555909
2710,127909.68591219021
2711,225049.71497590462
2712,384022.35056250816
2713,169181.05474048172
2714,153312.58300569854
2715,167530.0677791243
2716,148350.57441859346
2717,204116.92681534545
2718,219538.2023063279
2719,153506.17027375495
2720,182343.66132203248
2721,131559.32518234185
2722,154418.85736648252
2723,139876.34635626088
2724,127925.07260232151
2725,129539.37115204793
2726,147736.1904757672
2727,175606.78506547716
2728,193653.21246653792
2729,150006.59662066118
2730,148168.49155545398
2731,137077.84891000233
2732,134589.87622944973
2733,158405.39548967892
2734,132735.9816638723
